title	Type	Label	Cost Normal	Cost Hyper	Cost Another	SP DJ Points	DP DJ Points	SPB Unlocked	SPB Rating	SPB Lamp	SPB Letter	SPB EX Score	SPB Miss Count	SPB Note Count	SPB DJ Points	SPN Unlocked	SPN Rating	SPN Lamp	SPN Letter	SPN EX Score	SPN Miss Count	SPN Note Count	SPN DJ Points	SPH Unlocked	SPH Rating	SPH Lamp	SPH Letter	SPH EX Score	SPH Miss Count	SPH Note Count	SPH DJ Points	SPA Unlocked	SPA Rating	SPA Lamp	SPA Letter	SPA EX Score	SPA Miss Count	SPA Note Count	SPA DJ Points	SPL Unlocked	SPL Rating	SPL Lamp	SPL Letter	SPL EX Score	SPL Miss Count	SPL Note Count	SPL DJ Points	DPN Unlocked	DPN Rating	DPN Lamp	DPN Letter	DPN EX Score	DPN Miss Count	DPN Note Count	DPN DJ Points	DPH Unlocked	DPH Rating	DPH Lamp	DPH Letter	DPH EX Score	DPH Miss Count	DPH Note Count	DPH DJ Points	DPA Unlocked	DPA Rating	DPA Lamp	DPA Letter	DPA EX Score	DPA Miss Count	DPA Note Count	DPA DJ Points	DPL Unlocked	DPL Rating	DPL Lamp	DPL Letter	DPL EX Score	DPL Miss Count	DPL Note Count	DPL DJ Points
Megalara Garuda	Sub	JB1	0	0	0	0	0									FALSE	7	NP	NP	0	-	764		FALSE	10	NP	NP	0	-	1012		FALSE	12	NP	NP	0	-	1543										FALSE	7	NP	NP	0	-	764		FALSE	10	NP	NP	0	-	1031		FALSE	12	NP	NP	0	-	1503										
Ypsilon	Sub	BPL1	0	0	0	0	0									FALSE	6	NP	NP	0	-	567		FALSE	9	NP	NP	0	-	913		FALSE	11	NP	NP	0	-	1466		FALSE	12	NP	NP	0	-	1801		FALSE	6	NP	NP	0	-	579		FALSE	9	NP	NP	0	-	896		FALSE	11	NP	NP	0	-	1402		FALSE	12	NP	NP	0	-	1796		
Jetcoaster Windy	Sub	HV2	0	0	0	0	0									FALSE	4	NP	NP	0	-	413		FALSE	7	NP	NP	0	-	722		FALSE	10	NP	NP	0	-	1156										FALSE	4	NP	NP	0	-	415		FALSE	7	NP	NP	0	-	711		FALSE	10	NP	NP	0	-	1106										
涙のテ・エストラーニョ・ムーチョ	Bits	Bits	6000	9000	11000	40.53	0									FALSE	6	NP	NP	0	-	700		FALSE	9	NP	NP	0	-	1045		TRUE	11	FC	AAA	2702	1	1422	4.05300000E+001									FALSE	6	NP	NP	0	-	683		FALSE	9	NP	NP	0	-	1010		TRUE	11	NP	NP	0	-	1582										
THE PEERLESS UNDER HEAVEN	Sub	BV1	0	0	0	0	0									FALSE	6	NP	NP	0	-	595		FALSE	10	NP	NP	0	-	1066		FALSE	12	NP	NP	0	-	1818										FALSE	6	NP	NP	0	-	592		FALSE	10	NP	NP	0	-	1032		FALSE	12	NP	NP	0	-	1801										
無意識のフィロソフィア	Sub	TH1	0	0	0	0	0									FALSE	5	NP	NP	0	-	571		FALSE	9	NP	NP	0	-	1136		FALSE	11	NP	NP	0	-	1682										FALSE	5	NP	NP	0	-	574		FALSE	9	NP	NP	0	-	1136		FALSE	11	NP	NP	0	-	1658										
∀	Sub	BV2	0	0	0	0	0									FALSE	7	NP	NP	0	-	667		FALSE	10	NP	NP	0	-	1136		FALSE	12	NP	NP	0	-	1802										FALSE	7	NP	NP	0	-	661		FALSE	10	NP	NP	0	-	1116		FALSE	12	NP	NP	0	-	1879										
LOCUS OF THE TRAVEL	Sub	BV2	0	0	0	0	0									FALSE	6	NP	NP	0	-	561		FALSE	10	NP	NP	0	-	1297		FALSE	12	NP	NP	0	-	1920										FALSE	6	NP	NP	0	-	563		FALSE	10	NP	NP	0	-	1286		FALSE	12	NP	NP	0	-	1936										
ディスコルディア	Sub	SV1	0	0	0	0	0									FALSE	7	NP	NP	0	-	701		FALSE	10	NP	NP	0	-	1229		FALSE	12	NP	NP	0	-	2073										FALSE	7	NP	NP	0	-	724		FALSE	10	NP	NP	0	-	1258		FALSE	12	NP	NP	0	-	2089										
of the first magnitude	Sub	BV1	0	0	0	0	0									FALSE	5	NP	NP	0	-	523		FALSE	9	NP	NP	0	-	976		FALSE	11	NP	NP	0	-	1503										FALSE	5	NP	NP	0	-	522		FALSE	9	NP	NP	0	-	998		FALSE	11	NP	NP	0	-	1541										
X-ray binary	Sub	BV2	0	0	0	0	0									FALSE	5	NP	NP	0	-	500		FALSE	9	NP	NP	0	-	983		FALSE	11	NP	NP	0	-	1417										FALSE	5	NP	NP	0	-	503		FALSE	9	NP	NP	0	-	991		FALSE	11	NP	NP	0	-	1424										
-65℃	Sub	BV1	0	0	0	0	0									FALSE	7	NP	NP	0	-	714		FALSE	10	NP	NP	0	-	1157		FALSE	12	NP	NP	0	-	1912										FALSE	7	NP	NP	0	-	716		FALSE	10	NP	NP	0	-	1102		FALSE	12	NP	NP	0	-	1827										
Breakin' Rules	Sub	BV1	0	0	0	0	0									FALSE	6	NP	NP	0	-	652		FALSE	9	NP	NP	0	-	917		FALSE	11	NP	NP	0	-	1396										FALSE	7	NP	NP	0	-	741		FALSE	10	NP	NP	0	-	1050		FALSE	12	NP	NP	0	-	1630										
Euphoric Lagoon	Sub	BV2	0	0	0	0	0									FALSE	5	NP	NP	0	-	448		FALSE	8	NP	NP	0	-	815		FALSE	10	NP	NP	0	-	1312										FALSE	5	NP	NP	0	-	449		FALSE	8	NP	NP	0	-	790		FALSE	10	NP	NP	0	-	1309										
水鏡の異界	Sub	BV1	0	0	0	0	0									FALSE	5	NP	NP	0	-	452		FALSE	9	NP	NP	0	-	889		FALSE	12	NP	NP	0	-	1661										FALSE	5	NP	NP	0	-	452		FALSE	9	NP	NP	0	-	913		FALSE	12	NP	NP	0	-	1668										
Pārvatī	Sub	BV2	0	0	0	0	0									FALSE	5	NP	NP	0	-	523		FALSE	9	NP	NP	0	-	940		FALSE	12	NP	NP	0	-	1467										FALSE	5	NP	NP	0	-	529		FALSE	9	NP	NP	0	-	948		FALSE	12	NP	NP	0	-	1430										
S-Bahn	Sub	BV1	0	0	0	0	0									FALSE	4	NP	NP	0	-	491		FALSE	7	NP	NP	0	-	800		FALSE	9	NP	NP	0	-	1092										FALSE	5	NP	NP	0	-	525		FALSE	7	NP	NP	0	-	799		FALSE	9	NP	NP	0	-	1093										
COSMIC RAY	Sub	BV2	0	0	0	0	0									FALSE	7	NP	NP	0	-	667		FALSE	10	NP	NP	0	-	1130		FALSE	12	NP	NP	0	-	1509										FALSE	7	NP	NP	0	-	691		FALSE	10	NP	NP	0	-	1122		FALSE	12	NP	NP	0	-	1471										
乱膳の舞姫	Sub	BV2	0	0	0	0	0									FALSE	6	NP	NP	0	-	537		FALSE	9	NP	NP	0	-	927		FALSE	11	NP	NP	0	-	1382										FALSE	6	NP	NP	0	-	574		FALSE	9	NP	NP	0	-	919		FALSE	11	NP	NP	0	-	1392										
Vitrum	Sub	BV1	0	0	0	0	0									FALSE	6	NP	NP	0	-	554		FALSE	9	NP	NP	0	-	905		FALSE	12	NP	NP	0	-	1848										FALSE	6	NP	NP	0	-	580		FALSE	9	NP	NP	0	-	910		FALSE	12	NP	NP	0	-	1703										
霧幻メモリア	Sub	BV1	0	0	0	0	0									FALSE	5	NP	NP	0	-	482		FALSE	7	NP	NP	0	-	726		FALSE	10	NP	NP	0	-	1026										FALSE	5	NP	NP	0	-	487		FALSE	7	NP	NP	0	-	779		FALSE	10	NP	NP	0	-	1154										
Winner's Proof ft. KANASA from bless4	Sub	BPL1	0	0	0	0	0									FALSE	4	NP	NP	0	-	385		FALSE	7	NP	NP	0	-	696		FALSE	10	NP	NP	0	-	1118										FALSE	4	NP	NP	0	-	386		FALSE	7	NP	NP	0	-	678		FALSE	10	NP	NP	0	-	1089										
Sinus Iridum	Sub	BV2	0	0	0	0	0									FALSE	7	NP	NP	0	-	651		FALSE	11	NP	NP	0	-	1101		FALSE	12	NP	NP	0	-	1803										FALSE	7	NP	NP	0	-	651		FALSE	11	NP	NP	0	-	1229		FALSE	12	NP	NP	0	-	1814										
Empire of Fury	Bits	Bits	7000	10000	12000	46.125	0									FALSE	7	NP	NP	0	-	700		FALSE	10	NP	NP	0	-	1110		TRUE	12	FC	AAA	3075	2	1700	4.61250000E+001									FALSE	7	NP	NP	0	-	680		FALSE	10	NP	NP	0	-	1088		TRUE	12	NP	NP	0	-	1619										
Rub-a Dub-a	Sub	BV2	0	0	0	0	0									FALSE	5	NP	NP	0	-	480		FALSE	8	NP	NP	0	-	772		FALSE	10	NP	NP	0	-	1102										FALSE	5	NP	NP	0	-	461		FALSE	8	NP	NP	0	-	737		FALSE	9	NP	NP	0	-	1113										
Tiempo Loco	Sub	BV1	0	0	0	0	0									FALSE	5	NP	NP	0	-	545		FALSE	10	NP	NP	0	-	1035		FALSE	12	NP	NP	0	-	1884										FALSE	5	NP	NP	0	-	550		FALSE	10	NP	NP	0	-	1062		FALSE	12	NP	NP	0	-	1740										
水無月の雫 ft. 小林まな	Sub	BV2	0	0	0	0	0									FALSE	6	NP	NP	0	-	633		FALSE	8	NP	NP	0	-	908		FALSE	10	NP	NP	0	-	1313										FALSE	6	NP	NP	0	-	625		FALSE	9	NP	NP	0	-	1006		FALSE	11	NP	NP	0	-	1471										
Rubrum Piano	Bits	Bits	5000	9000	11500	35.655	0									FALSE	5	NP	NP	0	-	492		FALSE	9	NP	NP	0	-	877		TRUE	11	FC	AAA	2377	0	1253	3.56550000E+001									FALSE	5	NP	NP	0	-	491		FALSE	9	NP	NP	0	-	837		TRUE	12	NP	NP	0	-	1244										
閠槞彁の願い	Bits	Bits	6000	10000	12000	0	0									FALSE	6	NP	NP	0	-	533		FALSE	10	NP	NP	0	-	1109		FALSE	12	NP	NP	0	-	1613										FALSE	6	NP	NP	0	-	530		FALSE	10	NP	NP	0	-	1061		FALSE	12	NP	NP	0	-	1683										
Midnight Drive	Sub	BV1	0	0	0	0	0									FALSE	3	NP	NP	0	-	308		FALSE	8	NP	NP	0	-	675		FALSE	10	NP	NP	0	-	1016										FALSE	3	NP	NP	0	-	319		FALSE	8	NP	NP	0	-	653		FALSE	10	NP	NP	0	-	968										
Lovely Howdy Cowboy!!	Sub	BV2	0	0	0	0	0									FALSE	6	NP	NP	0	-	550		FALSE	9	NP	NP	0	-	946		FALSE	11	NP	NP	0	-	1405										FALSE	6	NP	NP	0	-	539		FALSE	9	NP	NP	0	-	947		FALSE	11	NP	NP	0	-	1373										
Frisk And Squeak	Sub	BV1	0	0	0	0	0									FALSE	4	NP	NP	0	-	407		FALSE	8	NP	NP	0	-	801		FALSE	10	NP	NP	0	-	1228										FALSE	4	NP	NP	0	-	428		FALSE	8	NP	NP	0	-	811		FALSE	10	NP	NP	0	-	1230										
Party Starter	Sub	BV1	0	0	0	0	0									FALSE	4	NP	NP	0	-	502		FALSE	8	NP	NP	0	-	780		FALSE	10	NP	NP	0	-	1170										FALSE	4	NP	NP	0	-	501		FALSE	8	NP	NP	0	-	819		FALSE	10	NP	NP	0	-	1139										
MEGAERA	Sub	BV2	0	0	0	0	0									FALSE	7	NP	NP	0	-	746		FALSE	10	NP	NP	0	-	1112		FALSE	12	NP	NP	0	-	1790										FALSE	7	NP	NP	0	-	741		FALSE	10	NP	NP	0	-	1065		FALSE	12	NP	NP	0	-	1810										
WAKE UP NOW	Sub	BV1	0	0	0	0	0									FALSE	5	NP	NP	0	-	485		FALSE	7	NP	NP	0	-	739		FALSE	9	NP	NP	0	-	1008										FALSE	5	NP	NP	0	-	542		FALSE	7	NP	NP	0	-	713		FALSE	10	NP	NP	0	-	1127										
As You Want	Sub	BV2	0	0	0	0	0									FALSE	4	NP	NP	0	-	430		FALSE	8	NP	NP	0	-	753		FALSE	10	NP	NP	0	-	1246										FALSE	4	NP	NP	0	-	437		FALSE	8	NP	NP	0	-	750		FALSE	10	NP	NP	0	-	1063										
Rowdy	Sub	BV2	0	0	0	0	0									FALSE	5	NP	NP	0	-	531		FALSE	8	NP	NP	0	-	795		FALSE	10	NP	NP	0	-	1256										FALSE	5	NP	NP	0	-	530		FALSE	8	NP	NP	0	-	804		FALSE	11	NP	NP	0	-	1311										
Swarm Of Scarabs	Sub	BV1	0	0	0	0	0									FALSE	6	NP	NP	0	-	532		FALSE	8	NP	NP	0	-	784		FALSE	11	NP	NP	0	-	1212										FALSE	6	NP	NP	0	-	532		FALSE	8	NP	NP	0	-	785		FALSE	11	NP	NP	0	-	1212										
魔法のかくれんぼ	Sub	BV2	0	0	0	0	0									FALSE	5	NP	NP	0	-	449		FALSE	9	NP	NP	0	-	854		FALSE	12	NP	NP	0	-	1454										FALSE	5	NP	NP	0	-	445		FALSE	8	NP	NP	0	-	865		FALSE	12	NP	NP	0	-	1530										
Don't Stop The Music feat. Kanae Asaba	Sub	BV2	0	0	0	0	0									FALSE	3	NP	NP	0	-	349		FALSE	6	NP	NP	0	-	674		FALSE	9	NP	NP	0	-	944										FALSE	3	NP	NP	0	-	358		FALSE	6	NP	NP	0	-	668		FALSE	9	NP	NP	0	-	909										
Dawn Saga	Bits	Bits	5000	9000	11500	39.09	0									FALSE	5	NP	NP	0	-	486		FALSE	9	NP	NP	0	-	839		TRUE	11	FC	AAA	2606	0	1378	3.90900000E+001									FALSE	5	NP	NP	0	-	485		FALSE	9	NP	NP	0	-	838		TRUE	12	NP	NP	0	-	1406										
AMRITA -不滅ノ花-	Sub	BV1	0	0	0	0	0									FALSE	4	NP	NP	0	-	455		FALSE	8	NP	NP	0	-	815		FALSE	11	NP	NP	0	-	1398										FALSE	4	NP	NP	0	-	455		FALSE	8	NP	NP	0	-	806		FALSE	11	NP	NP	0	-	1327										
Farewell to Marrakech	Sub	BV2	0	0	0	0	0									FALSE	5	NP	NP	0	-	466		FALSE	8	NP	NP	0	-	786		FALSE	11	NP	NP	0	-	1162										FALSE	5	NP	NP	0	-	506		FALSE	8	NP	NP	0	-	853		FALSE	11	NP	NP	0	-	1279										
Danza Aestas	Sub	BV2	0	0	0	0	0									FALSE	5	NP	NP	0	-	504		FALSE	8	NP	NP	0	-	888		FALSE	11	NP	NP	0	-	1519										FALSE	5	NP	NP	0	-	520		FALSE	8	NP	NP	0	-	883		FALSE	11	NP	NP	0	-	1558										
Ritual of Anubis	Bits	Bits	6000	9000	11000	0	0									FALSE	6	NP	NP	0	-	599		FALSE	9	NP	NP	0	-	945		FALSE	11	NP	NP	0	-	1422										FALSE	6	NP	NP	0	-	580		FALSE	9	NP	NP	0	-	932		FALSE	11	NP	NP	0	-	1427										
POLꞰAMAИIA	Sub	BV2	0	0	0	0	0									FALSE	5	NP	NP	0	-	503		FALSE	9	NP	NP	0	-	961		FALSE	11	NP	NP	0	-	1507										FALSE	6	NP	NP	0	-	572		FALSE	9	NP	NP	0	-	899		FALSE	11	NP	NP	0	-	1473										
ASIAN VIRTUAL REALITIES (MELTING TOGETHER IN DAZZLING DARKNESS)	Bits	Bits	5000	9000	12000	45.8635	0									FALSE	5	NP	NP	0	-	545		FALSE	9	NP	NP	0	-	964		TRUE	12	EX	AAA	3163	3	1752	4.58635000E+001									FALSE	5	NP	NP	0	-	568		FALSE	9	NP	NP	0	-	949		TRUE	12	NP	NP	0	-	1687										
犬に雨傘	Sub	BV2	0	0	0	0	0									FALSE	4	NP	NP	0	-	471		FALSE	7	NP	NP	0	-	740		FALSE	9	NP	NP	0	-	1069										FALSE	4	NP	NP	0	-	478		FALSE	7	NP	NP	0	-	745		FALSE	9	NP	NP	0	-	1086										
innocent revolver	Bits	Bits	6000	10000	12000	0	0									FALSE	6	NP	NP	0	-	570		FALSE	10	NP	NP	0	-	1197		FALSE	12	NP	NP	0	-	1990										FALSE	6	NP	NP	0	-	574		FALSE	10	NP	NP	0	-	1232		FALSE	12	NP	NP	0	-	1964										
Jungle Eater	Sub	BV1	0	0	0	0	0									FALSE	5	NP	NP	0	-	513		FALSE	9	NP	NP	0	-	935		FALSE	11	NP	NP	0	-	1517										FALSE	5	NP	NP	0	-	529		FALSE	9	NP	NP	0	-	930		FALSE	11	NP	NP	0	-	1547										
LAST DAY	Sub	BV2	0	0	0	0	0									FALSE	6	NP	NP	0	-	578		FALSE	9	NP	NP	0	-	887		FALSE	11	NP	NP	0	-	1551										FALSE	6	NP	NP	0	-	631		FALSE	9	NP	NP	0	-	878		FALSE	11	NP	NP	0	-	1545										
BIGソムタム	Sub	BV1	0	0	0	0	0									FALSE	7	NP	NP	0	-	639		FALSE	9	NP	NP	0	-	964		FALSE	12	NP	NP	0	-	1688										FALSE	7	NP	NP	0	-	720		FALSE	10	NP	NP	0	-	1036		FALSE	12	NP	NP	0	-	1714										
GIGA RAID	Sub	BV2	0	0	0	0	0									FALSE	5	NP	NP	0	-	493		FALSE	9	NP	NP	0	-	951		FALSE	11	NP	NP	0	-	1222										FALSE	5	NP	NP	0	-	501		FALSE	9	NP	NP	0	-	924		FALSE	11	NP	NP	0	-	1356										
rommmo	Sub	BV2	0	0	0	0	0									FALSE	6	NP	NP	0	-	615		FALSE	9	NP	NP	0	-	946		FALSE	12	NP	NP	0	-	1762										FALSE	6	NP	NP	0	-	612		FALSE	9	NP	NP	0	-	965		FALSE	11	NP	NP	0	-	1297										
Para siempre	Bits	Bits	5000	8000	11000	41.865	0									FALSE	5	NP	NP	0	-	487		FALSE	8	NP	NP	0	-	785		TRUE	11	FC	AAA	2791	2	1461	4.18650000E+001									FALSE	5	NP	NP	0	-	500		FALSE	8	NP	NP	0	-	844		TRUE	11	NP	NP	0	-	1392										
Brahma	Sub	BV1	0	0	0	0	0									FALSE	6	NP	NP	0	-	621		FALSE	8	NP	NP	0	-	907		FALSE	11	NP	NP	0	-	1454										FALSE	6	NP	NP	0	-	616		FALSE	8	NP	NP	0	-	903		FALSE	11	NP	NP	0	-	1469										
Ah Hah Yeah	Bits	Bits	4000	8000	11000	24.22	0									FALSE	4	NP	NP	0	-	367		FALSE	8	NP	NP	0	-	729		TRUE	11	EX	AA	1730	12	1108	2.42200000E+001									FALSE	4	NP	NP	0	-	363		FALSE	8	NP	NP	0	-	728		TRUE	11	NP	NP	0	-	1098										
apo:llioth	Sub	SV1	0	0	0	0	0									FALSE	5	NP	NP	0	-	615		FALSE	9	NP	NP	0	-	1053		FALSE	11	NP	NP	0	-	1498										FALSE	5	NP	NP	0	-	616		FALSE	9	NP	NP	0	-	1065		FALSE	11	NP	NP	0	-	1511										
Explorer feat. ぷにぷに電機	Sub	BV1	0	0	0	0	0									FALSE	4	NP	NP	0	-	382		FALSE	7	NP	NP	0	-	661		FALSE	10	NP	NP	0	-	1082										FALSE	5	NP	NP	0	-	471		FALSE	7	NP	NP	0	-	713		FALSE	10	NP	NP	0	-	1001										
Overslept	Bits	Bits	6000	9000	11000	37.44	0									FALSE	6	NP	NP	0	-	583		FALSE	9	NP	NP	0	-	904		TRUE	11	FC	AAA	2496	2	1300	3.74400000E+001									FALSE	6	NP	NP	0	-	593		FALSE	9	NP	NP	0	-	915		TRUE	11	NP	NP	0	-	1309										
Mars beach	Bits	Bits	3000	7000	10000	0	0									FALSE	3	NP	NP	0	-	311		FALSE	7	NP	NP	0	-	701		FALSE	10	NP	NP	0	-	1129										FALSE	3	NP	NP	0	-	308		FALSE	7	NP	NP	0	-	691		FALSE	10	NP	NP	0	-	1091										
Tell me what you wish feat.らっぷびと	Sub	BV1	0	0	0	0	0									FALSE	5	NP	NP	0	-	571		FALSE	8	NP	NP	0	-	818		FALSE	11	NP	NP	0	-	1436										FALSE	5	NP	NP	0	-	576		FALSE	8	NP	NP	0	-	860		FALSE	11	NP	NP	0	-	1514										
Ocean Blue feat. Luschel	Sub	BV1	0	0	0	0	0									FALSE	4	NP	NP	0	-	432		FALSE	7	NP	NP	0	-	736		FALSE	10	NP	NP	0	-	1244										FALSE	4	NP	NP	0	-	434		FALSE	7	NP	NP	0	-	754		FALSE	10	NP	NP	0	-	1241										
Rosa azuL	Bits	Bits	5000	9000	11000	39.555	0									FALSE	5	NP	NP	0	-	456		FALSE	9	NP	NP	0	-	926		TRUE	11	FC	AAA	2637	0	1417	3.95550000E+001									FALSE	5	NP	NP	0	-	477		FALSE	9	NP	NP	0	-	933		TRUE	11	NP	NP	0	-	1437										
BLACK or WHITE?	Sub	SV1	0	0	0	0	0									FALSE	6	NP	NP	0	-	655		FALSE	10	NP	NP	0	-	1287		FALSE	12	NP	NP	0	-	2013										FALSE	7	NP	NP	0	-	715		FALSE	10	NP	NP	0	-	1252		FALSE	12	NP	NP	0	-	1960										
Zenith	Sub	BV1	0	0	0	0	0									FALSE	5	NP	NP	0	-	428		FALSE	9	NP	NP	0	-	752		FALSE	11	NP	NP	0	-	1128										FALSE	5	NP	NP	0	-	424		FALSE	9	NP	NP	0	-	767		FALSE	11	NP	NP	0	-	1227										
HIGH VOLTAGE	Sub	BV2	0	0	0	0	0									FALSE	4	NP	NP	0	-	421		FALSE	7	NP	NP	0	-	730		FALSE	10	NP	NP	0	-	1148										FALSE	4	NP	NP	0	-	420		FALSE	7	NP	NP	0	-	724		FALSE	10	NP	NP	0	-	1191										
Chewingood!!!	Sub	RT3	0	0	0	0	0									FALSE	4	NP	NP	0	-	435		FALSE	7	NP	NP	0	-	761		FALSE	10	NP	NP	0	-	1317										FALSE	4	NP	NP	0	-	446		FALSE	7	NP	NP	0	-	780		FALSE	10	NP	NP	0	-	1304										
Crazy Jackpot	Sub	BV2	0	0	0	0	0									FALSE	5	NP	NP	0	-	506		FALSE	9	NP	NP	0	-	848		FALSE	11	NP	NP	0	-	1447										FALSE	5	NP	NP	0	-	531		FALSE	9	NP	NP	0	-	858		FALSE	11	NP	NP	0	-	1429										
二人ノ廃城幽踊宴	Bits	Bits	7000	10000	12000	0	0									FALSE	7	NP	NP	0	-	637		FALSE	10	NP	NP	0	-	1216		FALSE	12	NP	NP	0	-	1927										FALSE	7	NP	NP	0	-	658		FALSE	10	NP	NP	0	-	1231		FALSE	12	NP	NP	0	-	1935										
Sugarplum	Sub	BV1	0	0	0	0	0									FALSE	5	NP	NP	0	-	445		FALSE	8	NP	NP	0	-	938		FALSE	10	NP	NP	0	-	1265										FALSE	5	NP	NP	0	-	452		FALSE	8	NP	NP	0	-	946		FALSE	10	NP	NP	0	-	1297										
That Feeling	Sub	BV2	0	0	0	0	0									FALSE	4	NP	NP	0	-	364		FALSE	8	NP	NP	0	-	629		FALSE	10	NP	NP	0	-	973										FALSE	4	NP	NP	0	-	365		FALSE	8	NP	NP	0	-	634		FALSE	10	NP	NP	0	-	965										
Ignis†Iræ	Bits	Bits	6000	10000	12000	47.39	0									FALSE	6	NP	NP	0	-	558		FALSE	10	NP	NP	0	-	1243		TRUE	12	EX	AA	3385	22	1970	4.73900000E+001									FALSE	6	NP	NP	0	-	571		FALSE	10	NP	NP	0	-	1219		TRUE	12	NP	NP	0	-	1968										
OTOKOZAKA	Sub	UM1	0	0	0	0	0									FALSE	5	NP	NP	0	-	542		FALSE	9	NP	NP	0	-	970		FALSE	11	NP	NP	0	-	1485										FALSE	5	NP	NP	0	-	530		FALSE	9	NP	NP	0	-	979		FALSE	12	NP	NP	0	-	1653										
Neo Heritage	Bits	Bits	5000	9000	11000	41.1	0									FALSE	5	NP	NP	0	-	481		FALSE	9	NP	NP	0	-	851		TRUE	11	FC	AAA	2740	2	1454	4.11000000E+001									FALSE	5	NP	NP	0	-	472		FALSE	9	NP	NP	0	-	851		TRUE	11	NP	NP	0	-	1428										
SOLID STATE SQUAD -RISEN RELIC REMIX-	Sub	BV2	0	0	0	0	0									FALSE	6	NP	NP	0	-	670		FALSE	10	NP	NP	0	-	1177		FALSE	12	NP	NP	0	-	1670										FALSE	6	NP	NP	0	-	667		FALSE	10	NP	NP	0	-	1167		FALSE	12	NP	NP	0	-	1688										
smooooch・∀・ (Snail's House Remix)	Sub	BV1	0	0	0	0	0									FALSE	5	NP	NP	0	-	442		FALSE	8	NP	NP	0	-	807		FALSE	10	NP	NP	0	-	1193										FALSE	5	NP	NP	0	-	436		FALSE	8	NP	NP	0	-	793		FALSE	10	NP	NP	0	-	1180										
バッド・スイーツ、バッド・ドリーム	Sub	BV1	0	0	0	0	0									FALSE	5	NP	NP	0	-	563		FALSE	9	NP	NP	0	-	943		FALSE	12	NP	NP	0	-	1862										FALSE	5	NP	NP	0	-	559		FALSE	9	NP	NP	0	-	936		FALSE	12	NP	NP	0	-	1543										
世界の果てに約束の凱歌を -ReUnion-	Sub	BV1	0	0	0	0	0									FALSE	6	NP	NP	0	-	602		FALSE	9	NP	NP	0	-	973		FALSE	12	NP	NP	0	-	1983										FALSE	6	NP	NP	0	-	610		FALSE	9	NP	NP	0	-	995		FALSE	12	NP	NP	0	-	1918										
ここからよろしく大作戦143	Sub	BV2	0	0	0	0	0									FALSE	4	NP	NP	0	-	485		FALSE	8	NP	NP	0	-	896		FALSE	10	NP	NP	0	-	1264										FALSE	4	NP	NP	0	-	520		FALSE	8	NP	NP	0	-	941		FALSE	10	NP	NP	0	-	1292										
CONNECT-	Bits	Bits	5000	9000	11000	42.465	0									FALSE	5	NP	NP	0	-	520		FALSE	9	NP	NP	0	-	932		TRUE	11	FC	AAA	2831	0	1483	4.24650000E+001									FALSE	5	NP	NP	0	-	514		FALSE	9	NP	NP	0	-	952		TRUE	11	NP	NP	0	-	1403										
Scandal	Sub	BV1	0	0	0	0	0									FALSE	4	NP	NP	0	-	492		FALSE	9	NP	NP	0	-	1009		FALSE	11	NP	NP	0	-	1476										FALSE	4	NP	NP	0	-	510		FALSE	9	NP	NP	0	-	970		FALSE	11	NP	NP	0	-	1498										
BEMANI PRO LEAGUE Theme	Sub	BPL1	0	0	0	0	0									FALSE	4	NP	NP	0	-	393		FALSE	7	NP	NP	0	-	712		FALSE	9	NP	NP	0	-	996										FALSE	5	NP	NP	0	-	495		FALSE	7	NP	NP	0	-	717		FALSE	9	NP	NP	0	-	1024										
Fire Beat	Sub	UM1	0	0	0	0	0									FALSE	6	NP	NP	0	-	567		FALSE	10	NP	NP	0	-	935		FALSE	12	NP	NP	0	-	1392										FALSE	6	NP	NP	0	-	492		FALSE	10	NP	NP	0	-	961		FALSE	12	NP	NP	0	-	1488										
Playball	Sub	BV2	0	0	0	0	0									FALSE	4	NP	NP	0	-	351		FALSE	6	NP	NP	0	-	470		FALSE	8	NP	NP	0	-	693										FALSE	5	NP	NP	0	-	548		FALSE	7	NP	NP	0	-	816		FALSE	9	NP	NP	0	-	1073										
DENIM	Bits	Bits	4000	9500	10500	0	0									FALSE	4	NP	NP	0	-	304		FALSE	9	NP	NP	0	-	670		FALSE	10	NP	NP	0	-	883										FALSE	4	NP	NP	0	-	415		FALSE	10	NP	NP	0	-	801		FALSE	11	NP	NP	0	-	1043										
MOVE! (We Keep It Movin')	Sub	BV1	0	0	0	0	0									FALSE	4	NP	NP	0	-	387		FALSE	7	NP	NP	0	-	694		FALSE	10	NP	NP	0	-	1111										FALSE	4	NP	NP	0	-	371		FALSE	7	NP	NP	0	-	666		FALSE	10	NP	NP	0	-	1111										
LIKE A VAMPIRE	Sub	BV1	0	0	0	0	0									FALSE	6	NP	NP	0	-	536		FALSE	9	NP	NP	0	-	908		FALSE	11	NP	NP	0	-	1415										FALSE	5	NP	NP	0	-	527		FALSE	9	NP	NP	0	-	985		FALSE	11	NP	NP	0	-	1471										
スーパー戦湯ババンバーン	Bits	Bits	6000	10000	12000	0	0									FALSE	6	NP	NP	0	-	645		FALSE	10	NP	NP	0	-	1080		FALSE	12	NP	NP	0	-	1755										FALSE	6	NP	NP	0	-	658		FALSE	10	NP	NP	0	-	1026		FALSE	12	NP	NP	0	-	1702										
